ImageId,Label
334,3
335,0
336,9
337,0
338,0
339,6
340,0
341,9
342,3
343,1
344,8
345,7
346,0
347,6
348,5
349,8
350,8
351,9
352,7
353,7
354,2
355,1
356,8
357,0
358,1
359,1
360,2
361,8
362,6
363,2
364,8
365,4
366,0
367,1
368,8
369,0
370,9
371,3
372,8
373,7
374,9
375,0
376,6
377,9
378,5
379,3
380,7
381,6
382,5
383,5
384,9
385,2
386,6
387,2
388,9
389,2
390,2
391,1
392,7
393,8
394,9
395,8
396,1
397,0
398,0
399,7
400,3
401,9
402,8
403,6
404,1
405,8
406,5
407,8
408,3
409,8
410,5
411,3
412,0
413,4
414,1
415,0
416,9
417,1
418,1
419,3
420,5
421,9
422,0
423,6
424,8
425,8
426,0
427,4
428,7
429,7
430,8
431,4
432,8
433,8
434,2
435,0
436,2
437,3
438,8
439,5
440,0
441,8
442,8
443,8
444,4
445,1
446,4
447,1
448,8
449,3
450,1
451,9
452,7
453,6
454,0
455,5
456,9
457,1
458,3
459,3
460,1
461,4
462,7
463,9
464,0
465,9
466,1
467,5
468,8
469,4
470,3
471,1
472,4
473,9
474,0
475,1
476,0
477,9
478,3
479,7
480,0
481,3
482,8
483,1
484,1
485,9
486,9
487,2
488,8
489,3
490,7
491,0
492,1
493,0
494,4
495,8
496,8
497,3
498,2
499,3
500,0
501,2
502,5
503,9
504,9
505,0
506,6
507,1
508,3
509,8
510,6
511,9
512,9
513,8
514,7
515,5
516,2
517,0
518,0
519,1
520,0
521,8
522,9
523,0
524,3
525,8
526,1
527,0
528,1
529,1
530,7
531,8
532,2
533,9
534,0
535,3
536,9
537,5
538,2
539,8
540,9
541,8
542,2
543,8
544,2
545,0
546,0
547,2
548,1
549,2
550,8
551,0
552,3
553,9
554,1
555,6
556,0
557,1
558,0
559,3
560,8
561,0
562,9
563,8
564,1
565,6
566,5
567,4
568,1
569,8
570,0
571,6
572,8
573,1
574,6
575,0
576,4
577,0
578,1
579,0
580,2
581,5
582,8
583,7
584,6
585,9
586,8
587,9
588,3
589,8
590,0
591,8
592,8
593,4
594,0
595,3
596,8
597,6
598,6
599,8
600,3
601,1
602,1
603,0
604,1
605,7
606,8
607,8
608,5
609,6
610,0
611,7
612,4
613,1
614,3
615,2
616,4
617,7
618,0
619,0
620,9
621,8
622,5
623,9
624,3
625,4
626,8
627,1
628,3
629,6
630,2
631,8
632,1
633,8
634,6
635,3
636,9
637,3
638,4
639,7
640,8
641,0
642,9
643,8
644,6
645,7
646,2
647,4
648,8
649,6
650,8
651,9
652,8
653,0
654,2
655,8
656,2
657,4
658,3
659,3
660,0
661,2
662,3
663,4
664,0
665,4
666,8
667,1
668,3
669,0
670,2
671,3
672,9
673,4
674,3
675,8
676,7
677,7
678,4
679,9
680,0
681,1
682,9
683,8
684,1
685,4
686,3
687,8
688,6
689,9
690,9
691,2
692,0
693,0
694,1
695,8
696,4
697,0
698,9
699,8
700,9
701,4
702,0
703,9
704,0
705,0
706,0
707,4
708,1
709,9
710,9
711,2
712,2
713,1
714,2
715,3
716,6
717,8
718,9
719,2
720,8
721,9
722,8
723,8
724,8
725,1
726,0
727,6
728,4
729,3
730,5
731,7
732,1
733,8
734,2
735,1
736,7
737,1
738,5
739,1
740,2
741,0
742,0
743,3
744,4
745,1
746,8
747,0
748,7
749,8
750,3
751,4
752,9
753,4
754,4
755,7
756,9
757,4
758,1
759,0
760,8
761,3
762,8
763,4
764,8
765,1
766,0
767,0
768,5
769,0
770,8
771,6
772,5
773,0
774,1
775,5
776,0
777,4
778,6
779,8
780,4
781,1
782,6
783,9
784,5
785,3
786,0
787,1
788,4
789,8
790,8
791,9
792,0
793,4
794,9
795,4
796,8
797,1
798,1
799,9
800,9
801,1
802,1
803,3
804,8
805,1
806,4
807,9
808,8
809,9
810,0
811,5
812,8
813,2
814,3
815,2
816,4
817,4
818,9
819,7
820,5
821,3
822,0
823,5
824,0
825,0
826,9
827,0
828,4
829,5
830,0
831,8
832,0
833,5
834,9
835,3
836,8
837,6
838,1
839,9
840,0
841,2
842,9
843,0
844,8
845,8
846,6
847,3
848,8
849,8
850,2
851,8
852,1
853,9
854,0
855,2
856,0
857,1
858,3
859,4
860,1
861,0
862,4
863,1
864,9
865,2
866,9
867,6
868,9
869,2
870,3
871,0
872,0
873,4
874,2
875,3
876,5
877,1
878,6
879,9
880,0
881,4
882,1
883,2
884,1
885,9
886,7
887,0
888,6
889,4
890,9
891,1
892,1
893,6
894,8
895,4
896,2
897,9
898,4
899,9
900,1
901,5
902,3
903,0
904,7
905,4
906,9
907,8
908,0
909,2
910,7
911,0
912,0
913,2
914,8
915,1
916,8
917,3
918,1
919,1
920,0
921,2
922,3
923,5
924,9
925,7
926,2
927,9
928,2
929,6
930,3
931,3
932,0
933,8
934,0
935,5
936,3
937,7
938,1
939,9
940,2
941,8
942,1
943,6
944,1
945,0
946,9
947,1
948,8
949,9
950,2
951,4
952,0
953,1
954,1
955,3
956,2
957,0
958,8
959,2
960,0
961,7
962,9
963,4
964,0
965,9
966,8
967,8
968,8
969,8
970,3
971,3
972,2
973,8
974,3
975,7
976,8
977,8
978,0
979,7
980,4
981,1
982,8
983,7
984,5
985,0
986,1
987,0
988,5
989,4
990,2
991,1
992,0
993,0
994,0
995,8
996,3
997,8
998,2
999,2
1000,9
1001,0
1002,7
1003,0
1004,4
1005,8
1006,3
1007,2
1008,6
1009,3
1010,2
1011,2
1012,6
1013,3
1014,7
1015,3
1016,0
1017,0
1018,8
1019,4
1020,2
1021,5
1022,9
1023,1
1024,9
1025,1
1026,6
1027,0
1028,5
1029,0
1030,8
1031,9
1032,8
1033,8
1034,9
1035,4
1036,5
1037,6
1038,8
1039,2
1040,0
1041,1
1042,6
1043,1
1044,9
1045,2
1046,8
1047,7
1048,7
1049,9
1050,8
1051,8
1052,9
1053,0
1054,5
1055,9
1056,3
1057,1
1058,2
1059,9
1060,3
1061,8
1062,0
1063,6
1064,0
1065,9
1066,9
1067,7
1068,0
1069,5
1070,9
1071,8
1072,0
1073,0
1074,6
1075,1
1076,2
1077,8
1078,1
1079,2
1080,9
1081,9
1082,0
1083,1
1084,3
1085,7
1086,4
1087,6
1088,6
1089,3
1090,1
1091,0
1092,6
1093,0
1094,8
1095,7
1096,6
1097,3
1098,9
1099,9
1100,1
1101,2
1102,2
1103,9
1104,1
1105,8
1106,6
1107,0
1108,6
1109,9
1110,8
1111,4
1112,9
1113,3
1114,1
1115,0
1116,9
1117,2
1118,6
1119,1
1120,9
1121,8
1122,5
1123,4
1124,1
1125,9
1126,9
1127,8
1128,5
1129,9
1130,2
1131,0
1132,8
1133,8
1134,0
1135,3
1136,0
1137,8
1138,7
1139,7
1140,7
1141,6
1142,0
1143,1
1144,1
1145,8
1146,1
1147,4
1148,1
1149,4
1150,0
1151,3
1152,2
1153,8
1154,4
1155,7
1156,4
1157,4
1158,1
1159,8
1160,0
1161,9
1162,1
1163,2
1164,0
1165,6
1166,0
1167,8
1168,2
1169,4
1170,0
1171,1
1172,2
1173,9
1174,1
1175,8
1176,0
1177,9
1178,4
1179,2
1180,5
1181,2
1182,3
1183,0
1184,4
1185,8
1186,9
1187,0
1188,8
1189,8
1190,4
1191,6
1192,1
1193,8
1194,6
1195,8
1196,9
1197,3
1198,2
1199,8
1200,2
1201,0
1202,8
1203,3
1204,0
1205,1
1206,9
1207,9
1208,6
1209,4
1210,0
1211,9
1212,2
1213,8
1214,8
1215,8
1216,9
1217,8
1218,8
1219,8
1220,0
1221,0
1222,0
1223,5
1224,0
1225,5
1226,9
1227,4
1228,9
1229,2
1230,1
1231,1
1232,3
1233,0
1234,2
1235,0
1236,9
1237,0
1238,5
1239,9
1240,9
1241,9
1242,5
1243,0
1244,5
1245,7
1246,4
1247,8
1248,2
1249,3
1250,0
1251,2
1252,0
1253,3
1254,4
1255,9
1256,9
1257,7
1258,6
1259,8
1260,5
1261,1
1262,9
1263,4
1264,2
1265,5
1266,0
1267,9
1268,9
1269,8
1270,1
1271,8
1272,7
1273,2
1274,0
1275,0
1276,8
1277,0
1278,1
1279,2
1280,2
1281,1
1282,9
1283,7
1284,0
1285,7
1286,8
1287,0
1288,3
1289,8
1290,1
1291,9
1292,8
1293,0
1294,6
1295,9
1296,2
1297,8
1298,6
1299,8
1300,6
1301,6
1302,8
1303,1
1304,1
1305,9
1306,0
1307,0
1308,8
1309,8
1310,4
1311,6
1312,0
1313,9
1314,5
1315,9
1316,6
1317,5
1318,2
1319,0
1320,5
1321,1
1322,8
1323,5
1324,1
1325,8
1326,5
1327,3
1328,0
1329,8
1330,1
1331,3
1332,0
1333,3
1334,8
1335,9
1336,8
1337,9
1338,5
1339,8
1340,9
1341,0
1342,9
1343,9
1344,0
1345,1
1346,0
1347,2
1348,3
1349,1
1350,9
1351,1
1352,1
1353,7
1354,8
1355,3
1356,2
1357,9
1358,7
1359,1
1360,8
1361,9
1362,8
1363,7
1364,0
1365,8
1366,4
1367,1
1368,8
1369,2
1370,0
1371,8
1372,9
1373,1
1374,1
1375,7
1376,0
1377,1
1378,0
1379,5
1380,1
1381,7
1382,4
1383,0
1384,8
1385,7
1386,8
1387,0
1388,0
1389,8
1390,7
1391,5
1392,5
1393,8
1394,7
1395,9
1396,4
1397,7
1398,9
1399,8
1400,4
1401,1
1402,5
1403,1
1404,2
1405,3
1406,2
1407,9
1408,8
1409,0
1410,5
1411,9
1412,0
1413,0
1414,1
1415,6
1416,9
1417,7
1418,5
1419,0
1420,4
1421,0
1422,2
1423,3
1424,6
1425,8
1426,8
1427,0
1428,0
1429,8
1430,8
1431,3
1432,7
1433,0
1434,9
1435,6
1436,8
1437,9
1438,4
1439,2
1440,9
1441,8
1442,8
1443,8
1444,9
1445,4
1446,9
1447,0
1448,2
1449,8
1450,0
1451,8
1452,8
1453,7
1454,0
1455,9
1456,0
1457,8
1458,9
1459,8
1460,8
1461,5
1462,8
1463,3
1464,1
1465,8
1466,5
1467,8
1468,1
1469,7
1470,3
1471,8
1472,0
1473,6
1474,8
1475,9
1476,3
1477,2
1478,6
1479,4
1480,8
1481,8
1482,8
1483,9
1484,4
1485,4
1486,0
1487,0
1488,3
1489,0
1490,5
1491,7
1492,9
1493,8
1494,9
1495,1
1496,0
1497,8
1498,2
1499,0
1500,1
1501,0
1502,1
1503,8
1504,3
1505,8
1506,4
1507,0
1508,9
1509,9
1510,0
1511,8
1512,3
1513,6
1514,9
1515,2
1516,3
1517,1
1518,9
1519,0
1520,9
1521,5
1522,2
1523,9
1524,1
1525,1
1526,5
1527,8
1528,3
1529,0
1530,8
1531,0
1532,2
1533,8
1534,4
1535,0
1536,4
1537,0
1538,1
1539,0
1540,0
1541,2
1542,7
1543,8
1544,5
1545,9
1546,8
1547,9
1548,8
1549,9
1550,4
1551,9
1552,0
1553,6
1554,9
1555,0
1556,7
1557,0
1558,8
1559,1
1560,0
1561,0
1562,9
1563,5
1564,1
1565,2
1566,0
1567,1
1568,1
1569,9
1570,6
1571,3
1572,0
1573,8
1574,9
1575,0
1576,2
1577,6
1578,1
1579,7
1580,2
1581,8
1582,8
1583,5
1584,1
1585,8
1586,9
1587,0
1588,4
1589,6
1590,2
1591,1
1592,9
1593,3
1594,1
1595,1
1596,9
1597,1
1598,3
1599,2
1600,8
1601,8
1602,7
1603,6
1604,6
1605,2
1606,0
1607,3
1608,8
1609,0
1610,8
1611,2
1612,4
1613,3
1614,0
1615,1
1616,9
1617,3
1618,2
1619,1
1620,1
1621,0
1622,1
1623,1
1624,9
1625,6
1626,4
1627,9
1628,9
1629,0
1630,8
1631,0
1632,9
1633,0
1634,8
1635,1
1636,0
1637,0
1638,8
1639,8
1640,8
1641,8
1642,7
1643,7
1644,7
1645,8
1646,4
1647,2
1648,1
1649,0
1650,0
1651,8
1652,7
1653,0
1654,8
1655,8
1656,9
1657,8
1658,8
1659,0
1660,8
1661,8
1662,3
1663,8
1664,5
1665,1
1666,8
1667,6
1668,6
1669,5
1670,4
1671,8
1672,5
1673,4
1674,0
1675,9
1676,8
1677,2
1678,2
1679,9
1680,3
1681,1
1682,5
1683,8
1684,3
1685,3
1686,3
1687,1
1688,3
1689,2
1690,7
1691,9
1692,2
1693,6
1694,9
1695,1
1696,7
1697,4
1698,8
1699,3
1700,0
1701,5
1702,8
1703,0
1704,9
1705,6
1706,3
1707,0
1708,8
1709,0
1710,7
1711,9
1712,1
1713,5
1714,0
1715,1
1716,8
1717,0
1718,0
1719,1
1720,8
1721,3
1722,0
1723,2
1724,2
1725,0
1726,9
1727,1
1728,6
1729,5
1730,9
1731,3
1732,4
1733,1
1734,9
1735,7
1736,0
1737,3
1738,5
1739,0
1740,0
1741,3
1742,5
1743,1
1744,9
1745,8
1746,9
1747,1
1748,0
1749,0
1750,0
1751,7
1752,1
1753,6
1754,1
1755,9
1756,7
1757,0
1758,9
1759,0
1760,0
1761,1
1762,6
1763,2
1764,8
1765,8
1766,8
1767,8
1768,5
1769,3
1770,1
1771,0
1772,2
1773,6
1774,0
1775,7
1776,8
1777,8
1778,2
1779,7
1780,1
1781,2
1782,5
1783,7
1784,3
1785,6
1786,4
1787,6
1788,9
1789,2
1790,8
1791,8
1792,1
1793,9
1794,0
1795,9
1796,2
1797,1
1798,8
1799,0
1800,8
1801,0
1802,0
1803,0
1804,0
1805,3
1806,0
1807,4
1808,3
1809,1
1810,9
1811,8
1812,6
1813,0
1814,0
1815,0
1816,8
1817,8
1818,2
1819,0
1820,2
1821,0
1822,6
1823,1
1824,3
1825,9
1826,9
1827,2
1828,9
1829,8
1830,5
1831,8
1832,6
1833,8
1834,3
1835,7
1836,0
1837,0
1838,8
1839,0
1840,4
1841,6
1842,0
1843,4
1844,3
1845,0
1846,1
1847,7
1848,1
1849,9
1850,7
1851,9
1852,8
1853,0
1854,4
1855,8
1856,4
1857,3
1858,1
1859,5
1860,7
1861,3
1862,0
1863,6
1864,0
1865,3
1866,3
1867,8
1868,8
1869,8
1870,1
1871,3
1872,7
1873,1
1874,6
1875,9
1876,0
1877,8
1878,7
1879,2
1880,7
1881,4
1882,9
1883,9
1884,3
1885,0
1886,4
1887,2
1888,1
1889,8
1890,8
1891,9
1892,9
1893,6
1894,5
1895,5
1896,3
1897,1
1898,3
1899,8
1900,4
1901,8
1902,8
1903,0
1904,0
1905,7
1906,0
1907,5
1908,8
1909,9
1910,0
1911,0
1912,8
1913,0
1914,4
1915,9
1916,7
1917,9
1918,0
1919,8
1920,2
1921,0
1922,8
1923,9
1924,2
1925,4
1926,2
1927,1
1928,9
1929,4
1930,6
1931,8
1932,6
1933,9
1934,8
1935,6
1936,1
1937,3
1938,5
1939,9
1940,3
1941,0
1942,7
1943,0
1944,9
1945,0
1946,5
1947,0
1948,6
1949,3
1950,7
1951,9
1952,4
1953,2
1954,9
1955,0
1956,7
1957,8
1958,5
1959,8
1960,0
1961,8
1962,3
1963,6
1964,8
1965,8
1966,6
1967,1
1968,1
1969,8
1970,8
1971,9
1972,0
1973,1
1974,0
1975,1
1976,4
1977,0
1978,9
1979,3
1980,0
1981,8
1982,4
1983,0
1984,8
1985,0
1986,8
1987,0
1988,1
1989,7
1990,5
1991,9
1992,8
1993,8
1994,8
1995,6
1996,2
1997,1
1998,9
1999,0
2000,4
2001,8
2002,6
2003,3
2004,6
2005,8
2006,0
2007,9
2008,9
2009,7
2010,1
2011,9
2012,4
2013,1
2014,0
2015,0
2016,1
2017,0
2018,3
2019,4
2020,9
2021,2
2022,0
2023,2
2024,9
2025,4
2026,6
2027,2
2028,3
2029,2
2030,9
2031,6
2032,1
2033,1
2034,5
2035,8
2036,5
2037,4
2038,7
2039,2
2040,2
2041,8
2042,7
2043,1
2044,4
2045,0
2046,2
2047,8
2048,0
2049,2
2050,8
2051,0
2052,9
2053,4
2054,1
2055,8
2056,8
2057,8
2058,9
2059,3
2060,3
2061,9
2062,0
2063,8
2064,0
2065,0
2066,1
2067,0
2068,9
2069,1
2070,3
2071,2
2072,0
2073,6
2074,4
2075,6
2076,8
2077,9
2078,0
2079,0
2080,8
2081,8
2082,1
2083,6
2084,8
2085,2
2086,9
2087,2
2088,2
2089,5
2090,5
2091,8
2092,3
2093,2
2094,3
2095,2
2096,0
2097,9
2098,0
2099,4
2100,3
2101,7
2102,7
2103,9
2104,1
2105,6
2106,9
2107,9
2108,3
2109,8
2110,0
2111,6
2112,7
2113,2
2114,2
2115,2
2116,4
2117,7
2118,8
2119,2
2120,1
2121,2
2122,2
2123,3
2124,7
2125,5
2126,6
2127,0
2128,1
2129,0
2130,8
2131,2
2132,9
2133,4
2134,4
2135,8
2136,6
2137,8
2138,5
2139,8
2140,6
2141,0
2142,0
2143,5
2144,0
2145,4
2146,0
2147,1
2148,1
2149,1
2150,8
2151,7
2152,8
2153,7
2154,0
2155,5
2156,9
2157,0
2158,2
2159,0
2160,8
2161,9
2162,1
2163,2
2164,2
2165,4
2166,2
2167,6
2168,1
2169,9
2170,5
2171,9
2172,5
2173,2
2174,8
2175,7
2176,1
2177,0
2178,2
2179,7
2180,4
2181,0
2182,9
2183,0
2184,4
2185,6
2186,8
2187,9
2188,1
2189,2
2190,4
2191,8
2192,9
2193,4
2194,2
2195,4
2196,8
2197,5
2198,8
2199,2
2200,2
2201,0
2202,9
2203,3
2204,9
2205,0
2206,0
2207,0
2208,9
2209,6
2210,8
2211,9
2212,4
2213,1
2214,1
2215,2
2216,6
2217,5
2218,3
2219,9
2220,1
2221,1
2222,5
2223,0
2224,4
2225,0
2226,8
2227,9
2228,2
2229,1
2230,1
2231,4
2232,2
2233,2
2234,0
2235,1
2236,9
2237,8
2238,2
2239,8
2240,0
2241,8
2242,9
2243,0
2244,8
2245,9
2246,4
2247,6
2248,3
2249,3
2250,3
2251,9
2252,4
2253,1
2254,8
2255,9
2256,0
2257,5
2258,6
2259,0
2260,0
2261,0
2262,5
2263,0
2264,0
2265,1
2266,4
2267,8
2268,1
2269,9
2270,0
2271,1
2272,4
2273,2
2274,4
2275,5
2276,7
2277,7
2278,0
2279,8
2280,2
2281,9
2282,0
2283,3
2284,2
2285,1
2286,7
2287,5
2288,0
2289,8
2290,0
2291,5
2292,4
2293,2
2294,7
2295,4
2296,3
2297,3
2298,9
2299,2
2300,7
2301,9
2302,9
2303,0
2304,3
2305,4
2306,1
2307,3
2308,3
2309,1
2310,6
2311,4
2312,5
2313,0
2314,7
2315,0
2316,1
2317,3
2318,5
2319,8
2320,8
2321,9
2322,4
2323,2
2324,8
2325,9
2326,3
2327,4
2328,4
2329,2
2330,0
2331,8
2332,2
2333,0
2334,9
2335,8
2336,7
2337,5
2338,8
2339,9
2340,6
2341,4
2342,6
2343,7
2344,9
2345,6
2346,9
2347,9
2348,6
2349,8
2350,2
2351,8
2352,0
2353,9
2354,0
2355,4
2356,1
2357,7
2358,2
2359,8
2360,8
2361,0
2362,8
2363,6
2364,9
2365,8
2366,8
2367,0
2368,1
2369,0
2370,9
2371,4
2372,2
2373,9
2374,2
2375,4
2376,1
2377,8
2378,9
2379,2
2380,7
2381,5
2382,3
2383,6
2384,6
2385,8
2386,4
2387,8
2388,0
2389,2
2390,6
2391,9
2392,0
2393,0
2394,7
2395,3
2396,1
2397,2
2398,0
2399,3
2400,9
2401,9
2402,0
2403,9
2404,1
2405,9
2406,0
2407,1
2408,0
2409,0
2410,9
2411,8
2412,0
2413,1
2414,7
2415,0
2416,9
2417,8
2418,8
2419,2
2420,1
2421,0
2422,8
2423,0
2424,0
2425,5
2426,8
2427,8
2428,5
2429,4
2430,2
2431,0
2432,0
2433,0
2434,8
2435,3
2436,0
2437,0
2438,9
2439,0
2440,7
2441,5
2442,5
2443,9
2444,9
2445,2
2446,2
2447,1
2448,4
2449,4
2450,1
2451,0
2452,4
2453,3
2454,8
2455,5
2456,6
2457,0
2458,7
2459,9
2460,8
2461,8
2462,0
2463,4
2464,3
2465,8
2466,7
2467,8
2468,3
2469,3
2470,9
2471,7
2472,1
2473,3
2474,9
2475,8
2476,4
2477,3
2478,8
2479,0
2480,8
2481,1
2482,3
2483,9
2484,1
2485,0
2486,8
2487,8
2488,7
2489,9
2490,6
2491,1
2492,8
2493,6
2494,8
2495,9
2496,0
2497,9
2498,2
2499,2
2500,9
2501,8
2502,8
2503,1
2504,9
2505,1
2506,9
2507,2
2508,4
2509,8
2510,0
2511,8
2512,2
2513,1
2514,0
2515,3
2516,0
2517,2
2518,1
2519,2
2520,2
2521,2
2522,6
2523,0
2524,0
2525,4
2526,0
2527,8
2528,9
2529,0
2530,6
2531,1
2532,4
2533,8
2534,5
2535,0
2536,2
2537,8
2538,6
2539,0
2540,1
2541,3
2542,3
2543,8
2544,1
2545,8
2546,5
2547,0
2548,0
2549,4
2550,7
2551,3
2552,0
2553,8
2554,7
2555,8
2556,8
2557,8
2558,2
2559,0
2560,8
2561,4
2562,5
2563,1
2564,1
2565,0
2566,6
2567,8
2568,3
2569,2
2570,0
2571,6
2572,8
2573,6
2574,9
2575,1
2576,0
2577,3
2578,3
2579,0
2580,1
2581,9
2582,9
2583,8
2584,5
2585,7
2586,7
2587,3
2588,9
2589,0
2590,2
2591,8
2592,3
2593,0
2594,1
2595,9
2596,5
2597,8
2598,2
2599,4
2600,0
2601,2
2602,4
2603,8
2604,3
2605,8
2606,9
2607,0
2608,0
2609,6
2610,0
2611,9
2612,3
2613,4
2614,6
2615,8
2616,7
2617,6
2618,1
2619,3
2620,8
2621,9
2622,8
2623,8
2624,9
2625,0
2626,1
2627,9
2628,7
2629,9
2630,4
2631,6
2632,4
2633,8
2634,4
2635,4
2636,1
2637,4
2638,2
2639,2
2640,1
2641,8
2642,0
2643,2
2644,2
2645,9
2646,0
2647,2
2648,4
2649,7
2650,7
2651,1
2652,0
2653,1
2654,9
2655,9
2656,7
2657,4
2658,9
2659,1
2660,2
2661,8
2662,7
2663,0
2664,9
2665,8
2666,0
2667,4
2668,9
2669,9
2670,0
2671,2
2672,8
2673,5
2674,8
2675,4
2676,2
2677,4
2678,3
2679,4
2680,0
2681,3
2682,8
2683,8
2684,2
2685,8
2686,4
2687,1
2688,4
2689,8
2690,3
2691,8
2692,5
2693,8
2694,0
2695,0
2696,0
2697,0
2698,0
2699,9
2700,7
2701,8
2702,3
2703,8
2704,5
2705,9
2706,1
2707,8
2708,9
2709,0
2710,2
2711,0
2712,1
2713,6
2714,0
2715,1
2716,6
2717,8
2718,8
2719,6
2720,7
2721,2
2722,7
2723,1
2724,8
2725,8
2726,5
2727,9
2728,8
2729,8
2730,6
2731,6
2732,8
2733,9
2734,9
2735,4
2736,6
2737,9
2738,8
2739,5
2740,8
2741,7
2742,7
2743,8
2744,4
2745,4
2746,9
2747,0
2748,4
2749,0
2750,9
2751,4
2752,0
2753,1
2754,8
2755,6
2756,3
2757,0
2758,0
2759,2
2760,8
2761,9
2762,9
2763,9
2764,1
2765,8
2766,1
2767,8
2768,2
2769,3
2770,1
2771,0
2772,8
2773,8
2774,8
2775,0
2776,7
2777,2
2778,6
2779,0
2780,8
2781,8
2782,8
2783,8
2784,8
2785,0
2786,2
2787,6
2788,1
2789,7
2790,9
2791,0
2792,6
2793,0
2794,1
2795,0
2796,9
2797,6
2798,3
2799,7
2800,6
2801,9
2802,4
2803,4
2804,1
2805,8
2806,2
2807,0
2808,8
2809,6
2810,4
2811,4
2812,1
2813,9
2814,2
2815,1
2816,0
2817,1
2818,5
2819,8
2820,1
2821,0
2822,7
2823,0
2824,0
2825,2
2826,4
2827,6
2828,4
2829,8
2830,2
2831,9
2832,2
2833,9
2834,9
2835,6
2836,1
2837,5
2838,5
2839,5
2840,8
2841,2
2842,6
2843,1
2844,4
2845,4
2846,1
2847,2
2848,1
2849,9
2850,4
2851,7
2852,4
2853,7
2854,4
2855,9
2856,6
2857,4
2858,6
2859,8
2860,3
2861,3
2862,4
2863,0
2864,0
2865,2
2866,6
2867,0
2868,8
2869,1
2870,9
2871,4
2872,4
2873,4
2874,0
2875,9
2876,0
2877,4
2878,0
2879,8
2880,1
2881,4
2882,9
2883,1
2884,1
2885,5
2886,9
2887,9
2888,0
2889,0
2890,0
2891,8
2892,8
2893,0
2894,8
2895,7
2896,0
2897,9
2898,9
2899,8
2900,8
2901,2
2902,0
2903,8
2904,1
2905,2
2906,0
2907,0
2908,7
2909,8
2910,8
2911,1
2912,6
2913,0
2914,5
2915,7
2916,9
2917,9
2918,6
2919,7
2920,2
2921,2
2922,8
2923,8
2924,9
2925,7
2926,1
2927,9
2928,8
2929,8
2930,8
2931,1
2932,8
2933,1
2934,9
2935,7
2936,0
2937,1
2938,2
2939,5
2940,5
2941,1
2942,9
2943,7
2944,2
2945,9
2946,8
2947,9
2948,9
2949,7
2950,8
2951,9
2952,0
2953,2
2954,9
2955,9
2956,0
2957,7
2958,6
2959,1
2960,8
2961,3
2962,2
2963,3
2964,0
2965,1
2966,0
2967,0
2968,8
2969,8
2970,9
2971,1
2972,2
2973,1
2974,7
2975,9
2976,5
2977,9
2978,1
2979,5
2980,8
2981,5
2982,8
2983,1
2984,7
2985,0
2986,8
2987,9
2988,2
2989,7
2990,9
2991,3
2992,0
2993,9
2994,1
2995,1
2996,2
